DateTime,Max/Min,State,Fuel Type,Supply
2/12/2019 12:30,Max,NEM,Gas,569.273
2/12/2019 12:30,Max,NEM,Hydro,837.859
2/12/2019 12:30,Max,NEM,Liquid Fuel,0.019
2/12/2019 12:30,Max,NEM,Utility-scale Solar,2066.86
2/12/2019 12:30,Max,NEM,Wind,4157.045
29/12/2019 4:00,Min,NEM,Battery,2.109
29/12/2019 4:00,Min,NEM,Biomass,11.716
29/12/2019 4:00,Min,NEM,Black coal,11592.311
29/12/2019 4:00,Min,NEM,Brown coal,4137.016
29/12/2019 4:00,Min,NEM,Distributed PV,0
29/12/2019 4:00,Min,NEM,Gas,1107.05
29/12/2019 4:00,Min,NEM,Hydro,612.237
29/12/2019 4:00,Min,NEM,Liquid Fuel,0.24
29/12/2019 4:00,Min,NEM,Utility-scale Solar,0.693
29/12/2019 4:00,Min,NEM,Wind,617.56
1/1/2020 11:30,Max,NEM,Battery,11.511
1/1/2020 11:30,Max,NEM,Biomass,22.183
1/1/2020 11:30,Max,NEM,Black coal,9648.646
1/1/2020 11:30,Max,NEM,Brown coal,3652.171
1/1/2020 11:30,Max,NEM,Distributed PV,5980.972
1/1/2020 11:30,Max,NEM,Gas,658.689
1/1/2020 11:30,Max,NEM,Hydro,507.277
1/1/2020 11:30,Max,NEM,Liquid Fuel,0.243
1/1/2020 11:30,Max,NEM,Utility-scale Solar,2255.384
1/1/2020 11:30,Max,NEM,Wind,951.594
26/1/2020 5:30,Min,NEM,Battery,2.928
26/1/2020 5:30,Min,NEM,Biomass,28.05
26/1/2020 5:30,Min,NEM,Black coal,12013.516
26/1/2020 5:30,Min,NEM,Brown coal,4658.084
26/1/2020 5:30,Min,NEM,Distributed PV,4.906
26/1/2020 5:30,Min,NEM,Gas,1144.647
26/1/2020 5:30,Min,NEM,Hydro,836.455
26/1/2020 5:30,Min,NEM,Liquid Fuel,0.243
26/1/2020 5:30,Min,NEM,Utility-scale Solar,1.166
26/1/2020 5:30,Min,NEM,Wind,652.849
11/2/2020 4:00,Min,NEM,Battery,0.983
11/2/2020 4:00,Min,NEM,Biomass,29.316
11/2/2020 4:00,Min,NEM,Black coal,10996.312
11/2/2020 4:00,Min,NEM,Brown coal,4167.765
11/2/2020 4:00,Min,NEM,Distributed PV,0
11/2/2020 4:00,Min,NEM,Gas,1944.587
11/2/2020 4:00,Min,NEM,Hydro,614.482
11/2/2020 4:00,Min,NEM,Liquid Fuel,0.019
11/2/2020 4:00,Min,NEM,Utility-scale Solar,0.02
11/2/2020 4:00,Min,NEM,Wind,1166.54
28/2/2020 12:30,Max,NEM,Battery,0.012
28/2/2020 12:30,Max,NEM,Biomass,30.15
28/2/2020 12:30,Max,NEM,Black coal,11980.707
28/2/2020 12:30,Max,NEM,Brown coal,3801.828
28/2/2020 12:30,Max,NEM,Distributed PV,5809.043
28/2/2020 12:30,Max,NEM,Gas,941.802
28/2/2020 12:30,Max,NEM,Hydro,1605.527
28/2/2020 12:30,Max,NEM,Liquid Fuel,0.019
28/2/2020 12:30,Max,NEM,Utility-scale Solar,2303.894
28/2/2020 12:30,Max,NEM,Wind,685.889
1/3/2020 12:30,Max,NEM,Battery,5.565
1/3/2020 12:30,Max,NEM,Biomass,30.9
1/3/2020 12:30,Max,NEM,Black coal,9814.484
1/3/2020 12:30,Max,NEM,Brown coal,3696.256
1/3/2020 12:30,Max,NEM,Distributed PV,5803.072
1/3/2020 12:30,Max,NEM,Gas,558.581
1/3/2020 12:30,Max,NEM,Hydro,711.57
1/3/2020 12:30,Max,NEM,Liquid Fuel,0.019
1/3/2020 12:30,Max,NEM,Utility-scale Solar,2147.551
1/3/2020 12:30,Max,NEM,Wind,2592.66
21/3/2020 5:30,Min,NEM,Battery,9.721
21/3/2020 5:30,Min,NEM,Biomass,0
21/3/2020 5:30,Min,NEM,Black coal,10880.865
21/3/2020 5:30,Min,NEM,Brown coal,4110.908
21/3/2020 5:30,Min,NEM,Distributed PV,0
21/3/2020 5:30,Min,NEM,Gas,1560.603
21/3/2020 5:30,Min,NEM,Hydro,756.823
21/3/2020 5:30,Min,NEM,Liquid Fuel,0.019
21/3/2020 5:30,Min,NEM,Utility-scale Solar,0.619
21/3/2020 5:30,Min,NEM,Wind,912.898
11/4/2020 11:30,Max,NEM,Battery,6.133
11/4/2020 11:30,Max,NEM,Biomass,0
11/4/2020 11:30,Max,NEM,Black coal,8241.818
11/4/2020 11:30,Max,NEM,Brown coal,3000.918
11/4/2020 11:30,Max,NEM,Distributed PV,4723.039
11/4/2020 11:30,Max,NEM,Gas,528.296
11/4/2020 11:30,Max,NEM,Hydro,484.061
11/4/2020 11:30,Max,NEM,Liquid Fuel,0.019
11/4/2020 11:30,Max,NEM,Utility-scale Solar,2031.746
11/4/2020 11:30,Max,NEM,Wind,3795.166
19/4/2020 5:00,Min,NEM,Battery,5.033
19/4/2020 5:00,Min,NEM,Biomass,8
19/4/2020 5:00,Min,NEM,Black coal,10426.752
19/4/2020 5:00,Min,NEM,Brown coal,3937.869
19/4/2020 5:00,Min,NEM,Distributed PV,0
19/4/2020 5:00,Min,NEM,Gas,817.325
19/4/2020 5:00,Min,NEM,Hydro,1591.857
19/4/2020 5:00,Min,NEM,Liquid Fuel,0
19/4/2020 5:00,Min,NEM,Utility-scale Solar,0.496
19/4/2020 5:00,Min,NEM,Wind,103.369
28/5/2020 5:00,Min,NEM,Battery,3.941
28/5/2020 5:00,Min,NEM,Biomass,0
28/5/2020 5:00,Min,NEM,Black coal,10996.37
28/5/2020 5:00,Min,NEM,Brown coal,3210.749
28/5/2020 5:00,Min,NEM,Distributed PV,0
28/5/2020 5:00,Min,NEM,Gas,1961.152
28/5/2020 5:00,Min,NEM,Hydro,1693.832
28/5/2020 5:00,Min,NEM,Liquid Fuel,0
28/5/2020 5:00,Min,NEM,Utility-scale Solar,0.275
28/5/2020 5:00,Min,NEM,Wind,655.88
30/5/2020 12:30,Max,NEM,Battery,9.601
30/5/2020 12:30,Max,NEM,Biomass,0
30/5/2020 12:30,Max,NEM,Black coal,8431.594
30/5/2020 12:30,Max,NEM,Brown coal,3068.627
30/5/2020 12:30,Max,NEM,Distributed PV,4586.687
30/5/2020 12:30,Max,NEM,Gas,776.432
30/5/2020 12:30,Max,NEM,Hydro,493.385
30/5/2020 12:30,Max,NEM,Liquid Fuel,0
30/5/2020 12:30,Max,NEM,Utility-scale Solar,1783.429
30/5/2020 12:30,Max,NEM,Wind,3600.605
1/6/2020 12:00,Max,NEM,Battery,7.716
1/6/2020 12:00,Max,NEM,Biomass,0
1/6/2020 12:00,Max,NEM,Black coal,9872.028
1/6/2020 12:00,Max,NEM,Brown coal,4315.809
1/6/2020 12:00,Max,NEM,Distributed PV,3528.843
1/6/2020 12:00,Max,NEM,Gas,923.221
1/6/2020 12:00,Max,NEM,Hydro,1630.127
1/6/2020 12:00,Max,NEM,Liquid Fuel,0
1/6/2020 12:00,Max,NEM,Utility-scale Solar,1536.607
1/6/2020 12:00,Max,NEM,Wind,4053.745
6/6/2020 4:30,Min,NEM,Battery,0
6/6/2020 4:30,Min,NEM,Biomass,31.35
6/6/2020 4:30,Min,NEM,Black coal,11277.745
6/6/2020 4:30,Min,NEM,Brown coal,4731.181
6/6/2020 4:30,Min,NEM,Distributed PV,0
6/6/2020 4:30,Min,NEM,Gas,1462.744
6/6/2020 4:30,Min,NEM,Hydro,1194.515
6/6/2020 4:30,Min,NEM,Liquid Fuel,0.003
6/6/2020 4:30,Min,NEM,Utility-scale Solar,0.547
6/6/2020 4:30,Min,NEM,Wind,279.303
19/7/2020 12:30,Max,NEM,Battery,0
19/7/2020 12:30,Max,NEM,Biomass,30.2
19/7/2020 12:30,Max,NEM,Black coal,8391.056
19/7/2020 12:30,Max,NEM,Brown coal,3112.27
19/7/2020 12:30,Max,NEM,Distributed PV,4545.412
19/7/2020 12:30,Max,NEM,Gas,669.591
19/7/2020 12:30,Max,NEM,Hydro,499.487
19/7/2020 12:30,Max,NEM,Liquid Fuel,0.004
19/7/2020 12:30,Max,NEM,Utility-scale Solar,1939.039
19/7/2020 12:30,Max,NEM,Wind,3927.032
29/7/2020 4:30,Min,NEM,Battery,2.1
29/7/2020 4:30,Min,NEM,Biomass,0
29/7/2020 4:30,Min,NEM,Black coal,10950.801
29/7/2020 4:30,Min,NEM,Brown coal,4136.029
29/7/2020 4:30,Min,NEM,Distributed PV,0
29/7/2020 4:30,Min,NEM,Gas,2446.983
29/7/2020 4:30,Min,NEM,Hydro,927.373
29/7/2020 4:30,Min,NEM,Liquid Fuel,0.022
29/7/2020 4:30,Min,NEM,Utility-scale Solar,0
29/7/2020 4:30,Min,NEM,Wind,760.792
3/8/2020 3:30,Min,NEM,Battery,0
3/8/2020 3:30,Min,NEM,Biomass,0
3/8/2020 3:30,Min,NEM,Black coal,11000.797
3/8/2020 3:30,Min,NEM,Brown coal,4163.075
3/8/2020 3:30,Min,NEM,Distributed PV,0
3/8/2020 3:30,Min,NEM,Gas,1971.782
3/8/2020 3:30,Min,NEM,Hydro,463.012
3/8/2020 3:30,Min,NEM,Liquid Fuel,0
3/8/2020 3:30,Min,NEM,Utility-scale Solar,0.92
3/8/2020 3:30,Min,NEM,Wind,1017.211
20/8/2020 12:30,Max,NEM,Battery,7.366
20/8/2020 12:30,Max,NEM,Biomass,49.05
20/8/2020 12:30,Max,NEM,Black coal,9497.765
20/8/2020 12:30,Max,NEM,Brown coal,2851.713
20/8/2020 12:30,Max,NEM,Distributed PV,5284.505
20/8/2020 12:30,Max,NEM,Gas,557.172
20/8/2020 12:30,Max,NEM,Hydro,859.704
20/8/2020 12:30,Max,NEM,Liquid Fuel,0
20/8/2020 12:30,Max,NEM,Utility-scale Solar,2178.28
20/8/2020 12:30,Max,NEM,Wind,4282.217
6/9/2020 1:00,Min,NEM,Battery,6.895
6/9/2020 1:00,Min,NEM,Biomass,42.316
6/9/2020 1:00,Min,NEM,Black coal,11951.191
6/9/2020 1:00,Min,NEM,Brown coal,3902.437
6/9/2020 1:00,Min,NEM,Distributed PV,0
6/9/2020 1:00,Min,NEM,Gas,1332.741
6/9/2020 1:00,Min,NEM,Hydro,1690.061
6/9/2020 1:00,Min,NEM,Liquid Fuel,0
6/9/2020 1:00,Min,NEM,Utility-scale Solar,0.019
6/9/2020 1:00,Min,NEM,Wind,835.436
22/9/2020 11:30,Max,NEM,Battery,28.328
22/9/2020 11:30,Max,NEM,Biomass,48.366
22/9/2020 11:30,Max,NEM,Black coal,8355.907
22/9/2020 11:30,Max,NEM,Brown coal,3095.701
22/9/2020 11:30,Max,NEM,Distributed PV,5748.911
22/9/2020 11:30,Max,NEM,Gas,640.85
22/9/2020 11:30,Max,NEM,Hydro,460.168
22/9/2020 11:30,Max,NEM,Liquid Fuel,0
22/9/2020 11:30,Max,NEM,Utility-scale Solar,2304.39
22/9/2020 11:30,Max,NEM,Wind,4293.285
3/10/2020 11:00,Max,NEM,Battery,0
3/10/2020 11:00,Max,NEM,Biomass,23.516
3/10/2020 11:00,Max,NEM,Black coal,7209.152
3/10/2020 11:00,Max,NEM,Brown coal,2665.021
3/10/2020 11:00,Max,NEM,Distributed PV,6061.541
3/10/2020 11:00,Max,NEM,Gas,426.583
3/10/2020 11:00,Max,NEM,Hydro,528.957
3/10/2020 11:00,Max,NEM,Liquid Fuel,0
3/10/2020 11:00,Max,NEM,Utility-scale Solar,2313.446
3/10/2020 11:00,Max,NEM,Wind,3273.325
28/10/2020 23:30,Min,NEM,Battery,28.661
28/10/2020 23:30,Min,NEM,Biomass,27.533
28/10/2020 23:30,Min,NEM,Black coal,11955.331
28/10/2020 23:30,Min,NEM,Brown coal,3287.741
28/10/2020 23:30,Min,NEM,Distributed PV,0
28/10/2020 23:30,Min,NEM,Gas,1969.79
28/10/2020 23:30,Min,NEM,Hydro,1971.663
28/10/2020 23:30,Min,NEM,Liquid Fuel,0
28/10/2020 23:30,Min,NEM,Utility-scale Solar,0
28/10/2020 23:30,Min,NEM,Wind,937.556
15/11/2020 11:30,Max,NEM,Battery,9.179
15/11/2020 11:30,Max,NEM,Biomass,46.816
15/11/2020 11:30,Max,NEM,Black coal,8320.635
15/11/2020 11:30,Max,NEM,Brown coal,2759.716
15/11/2020 11:30,Max,NEM,Distributed PV,6575.09
15/11/2020 11:30,Max,NEM,Gas,420.615
15/11/2020 11:30,Max,NEM,Hydro,652.528
15/11/2020 11:30,Max,NEM,Liquid Fuel,0
15/11/2020 11:30,Max,NEM,Utility-scale Solar,2668.399
15/11/2020 11:30,Max,NEM,Wind,3238.01
24/11/2020 4:30,Min,NEM,Battery,5.107
24/11/2020 4:30,Min,NEM,Biomass,29.9
24/11/2020 4:30,Min,NEM,Black coal,11429.561
24/11/2020 4:30,Min,NEM,Brown coal,4333.535
24/11/2020 4:30,Min,NEM,Distributed PV,0
24/11/2020 4:30,Min,NEM,Gas,952.444
24/11/2020 4:30,Min,NEM,Hydro,692.91
24/11/2020 4:30,Min,NEM,Liquid Fuel,0.224
24/11/2020 4:30,Min,NEM,Utility-scale Solar,0.09
24/11/2020 4:30,Min,NEM,Wind,1141.734
6/12/2020 12:00,Max,NEM,Battery,26.57
6/12/2020 12:00,Max,NEM,Biomass,28.883
6/12/2020 12:00,Max,NEM,Black coal,8313.029
6/12/2020 12:00,Max,NEM,Brown coal,3059.114
6/12/2020 12:00,Max,NEM,Distributed PV,6636.098
6/12/2020 12:00,Max,NEM,Gas,728.108
6/12/2020 12:00,Max,NEM,Hydro,623.487
6/12/2020 12:00,Max,NEM,Liquid Fuel,0
6/12/2020 12:00,Max,NEM,Utility-scale Solar,2336.303
6/12/2020 12:00,Max,NEM,Wind,3321.588
21/12/2020 4:00,Min,NEM,Battery,13.025
21/12/2020 4:00,Min,NEM,Biomass,0
21/12/2020 4:00,Min,NEM,Black coal,11006.548
21/12/2020 4:00,Min,NEM,Brown coal,4358.041
21/12/2020 4:00,Min,NEM,Distributed PV,0
21/12/2020 4:00,Min,NEM,Gas,836.467
21/12/2020 4:00,Min,NEM,Hydro,697.881
21/12/2020 4:00,Min,NEM,Liquid Fuel,0
21/12/2020 4:00,Min,NEM,Utility-scale Solar,0
21/12/2020 4:00,Min,NEM,Wind,1530.89
17/1/2021 13:30,Max,NEM,Battery,0.007
17/1/2021 13:30,Max,NEM,Biomass,29.4
17/1/2021 13:30,Max,NEM,Black coal,8465.588
17/1/2021 13:30,Max,NEM,Brown coal,2639.04
17/1/2021 13:30,Max,NEM,Distributed PV,6738.789
17/1/2021 13:30,Max,NEM,Gas,547.458
17/1/2021 13:30,Max,NEM,Hydro,571.753
17/1/2021 13:30,Max,NEM,Liquid Fuel,0.224
17/1/2021 13:30,Max,NEM,Utility-scale Solar,2787.497
17/1/2021 13:30,Max,NEM,Wind,2083.737
22/1/2021 4:00,Min,NEM,Battery,74.456
22/1/2021 4:00,Min,NEM,Biomass,34.266
22/1/2021 4:00,Min,NEM,Black coal,10654.191
22/1/2021 4:00,Min,NEM,Brown coal,4808.135
22/1/2021 4:00,Min,NEM,Distributed PV,0
22/1/2021 4:00,Min,NEM,Gas,973.191
22/1/2021 4:00,Min,NEM,Hydro,916.74
22/1/2021 4:00,Min,NEM,Liquid Fuel,82.55
22/1/2021 4:00,Min,NEM,Utility-scale Solar,0
22/1/2021 4:00,Min,NEM,Wind,1194.395
22/2/2021 12:00,Max,NEM,Battery,1.725
22/2/2021 12:00,Max,NEM,Biomass,28.933
22/2/2021 12:00,Max,NEM,Black coal,10878.396
22/2/2021 12:00,Max,NEM,Brown coal,3406.09
22/2/2021 12:00,Max,NEM,Distributed PV,7053.981
22/2/2021 12:00,Max,NEM,Gas,663.882
22/2/2021 12:00,Max,NEM,Hydro,592.27
22/2/2021 12:00,Max,NEM,Liquid Fuel,0
22/2/2021 12:00,Max,NEM,Utility-scale Solar,3201.365
22/2/2021 12:00,Max,NEM,Wind,3226.352
28/2/2021 2:00,Min,NEM,Battery,5.308
28/2/2021 2:00,Min,NEM,Biomass,0
28/2/2021 2:00,Min,NEM,Black coal,11221.878
28/2/2021 2:00,Min,NEM,Brown coal,4220.712
28/2/2021 2:00,Min,NEM,Distributed PV,0
28/2/2021 2:00,Min,NEM,Gas,1303.924
28/2/2021 2:00,Min,NEM,Hydro,1093.043
28/2/2021 2:00,Min,NEM,Liquid Fuel,0
28/2/2021 2:00,Min,NEM,Utility-scale Solar,0.171
28/2/2021 2:00,Min,NEM,Wind,730.739
1/3/2021 2:00,Min,NEM,Battery,5.716
1/3/2021 2:00,Min,NEM,Biomass,0
1/3/2021 2:00,Min,NEM,Black coal,10824.862
1/3/2021 2:00,Min,NEM,Brown coal,4629.825
1/3/2021 2:00,Min,NEM,Distributed PV,0
1/3/2021 2:00,Min,NEM,Gas,1070.834
1/3/2021 2:00,Min,NEM,Hydro,852.531
1/3/2021 2:00,Min,NEM,Liquid Fuel,0
1/3/2021 2:00,Min,NEM,Utility-scale Solar,0.146
1/3/2021 2:00,Min,NEM,Wind,1413.038
27/3/2021 13:00,Max,NEM,Battery,0.092
27/3/2021 13:00,Max,NEM,Biomass,0
27/3/2021 13:00,Max,NEM,Black coal,8023.11
27/3/2021 13:00,Max,NEM,Brown coal,2817.482
27/3/2021 13:00,Max,NEM,Distributed PV,6202.002
27/3/2021 13:00,Max,NEM,Gas,637.49
27/3/2021 13:00,Max,NEM,Hydro,515.157
27/3/2021 13:00,Max,NEM,Liquid Fuel,0
27/3/2021 13:00,Max,NEM,Utility-scale Solar,2856.719
27/3/2021 13:00,Max,NEM,Wind,2522.478
11/4/2021 11:30,Max,NEM,Battery,0
11/4/2021 11:30,Max,NEM,Biomass,0
11/4/2021 11:30,Max,NEM,Black coal,7013.815
11/4/2021 11:30,Max,NEM,Brown coal,2830.023
11/4/2021 11:30,Max,NEM,Distributed PV,5656.768
11/4/2021 11:30,Max,NEM,Gas,443.145
11/4/2021 11:30,Max,NEM,Hydro,572.048
11/4/2021 11:30,Max,NEM,Liquid Fuel,0
11/4/2021 11:30,Max,NEM,Utility-scale Solar,2253.276
11/4/2021 11:30,Max,NEM,Wind,4073.945
29/4/2021 5:00,Min,NEM,Battery,0.015
29/4/2021 5:00,Min,NEM,Biomass,0
29/4/2021 5:00,Min,NEM,Black coal,11391.844
29/4/2021 5:00,Min,NEM,Brown coal,4387.691
29/4/2021 5:00,Min,NEM,Distributed PV,0
29/4/2021 5:00,Min,NEM,Gas,920.38
29/4/2021 5:00,Min,NEM,Hydro,1509.948
29/4/2021 5:00,Min,NEM,Liquid Fuel,0
29/4/2021 5:00,Min,NEM,Utility-scale Solar,0.121
29/4/2021 5:00,Min,NEM,Wind,684.749
3/5/2021 4:30,Min,NEM,Battery,3.69
3/5/2021 4:30,Min,NEM,Biomass,0
3/5/2021 4:30,Min,NEM,Black coal,10459.821
3/5/2021 4:30,Min,NEM,Brown coal,4351.925
3/5/2021 4:30,Min,NEM,Distributed PV,0
3/5/2021 4:30,Min,NEM,Gas,668.975
3/5/2021 4:30,Min,NEM,Hydro,909.373
3/5/2021 4:30,Min,NEM,Liquid Fuel,0
3/5/2021 4:30,Min,NEM,Utility-scale Solar,0.04
3/5/2021 4:30,Min,NEM,Wind,1170.806
13/5/2021 12:30,Max,NEM,Battery,3.768
13/5/2021 12:30,Max,NEM,Biomass,13.083
13/5/2021 12:30,Max,NEM,Black coal,8817.776
13/5/2021 12:30,Max,NEM,Brown coal,3095.884
13/5/2021 12:30,Max,NEM,Distributed PV,5224.974
13/5/2021 12:30,Max,NEM,Gas,590.718
13/5/2021 12:30,Max,NEM,Hydro,1670.975
13/5/2021 12:30,Max,NEM,Liquid Fuel,4.556
13/5/2021 12:30,Max,NEM,Utility-scale Solar,2630.034
13/5/2021 12:30,Max,NEM,Wind,3248.53
5/6/2021 12:00,Max,NEM,Battery,0
5/6/2021 12:00,Max,NEM,Biomass,1.516
5/6/2021 12:00,Max,NEM,Black coal,8424.626
5/6/2021 12:00,Max,NEM,Brown coal,3489.484
5/6/2021 12:00,Max,NEM,Distributed PV,5229.838
5/6/2021 12:00,Max,NEM,Gas,832.081
5/6/2021 12:00,Max,NEM,Hydro,744.222
5/6/2021 12:00,Max,NEM,Liquid Fuel,0
5/6/2021 12:00,Max,NEM,Utility-scale Solar,2596.76
5/6/2021 12:00,Max,NEM,Wind,3865.957
21/6/2021 2:00,Min,NEM,Battery,0.001
21/6/2021 2:00,Min,NEM,Biomass,17.333
21/6/2021 2:00,Min,NEM,Black coal,12189.542
21/6/2021 2:00,Min,NEM,Brown coal,3544.96
21/6/2021 2:00,Min,NEM,Distributed PV,0
21/6/2021 2:00,Min,NEM,Gas,2249.961
21/6/2021 2:00,Min,NEM,Hydro,1764.608
21/6/2021 2:00,Min,NEM,Liquid Fuel,0
21/6/2021 2:00,Min,NEM,Utility-scale Solar,0.215
21/6/2021 2:00,Min,NEM,Wind,805.176
5/7/2021 5:00,Min,NEM,Battery,0.786
5/7/2021 5:00,Min,NEM,Biomass,31.75
5/7/2021 5:00,Min,NEM,Black coal,11240.094
5/7/2021 5:00,Min,NEM,Brown coal,4776.044
5/7/2021 5:00,Min,NEM,Distributed PV,0
5/7/2021 5:00,Min,NEM,Gas,1300.625
5/7/2021 5:00,Min,NEM,Hydro,1283.52
5/7/2021 5:00,Min,NEM,Liquid Fuel,0
5/7/2021 5:00,Min,NEM,Utility-scale Solar,0.175
5/7/2021 5:00,Min,NEM,Wind,1575.631
25/7/2021 12:00,Max,NEM,Battery,0
25/7/2021 12:00,Max,NEM,Biomass,27.916
25/7/2021 12:00,Max,NEM,Black coal,8283.969
25/7/2021 12:00,Max,NEM,Brown coal,3653.771
25/7/2021 12:00,Max,NEM,Distributed PV,5606.26
25/7/2021 12:00,Max,NEM,Gas,415.771
25/7/2021 12:00,Max,NEM,Hydro,629.565
25/7/2021 12:00,Max,NEM,Liquid Fuel,0
25/7/2021 12:00,Max,NEM,Utility-scale Solar,2366.788
25/7/2021 12:00,Max,NEM,Wind,5299.138
22/8/2021 13:00,Max,NEM,Battery,0.02
22/8/2021 13:00,Max,NEM,Biomass,13.1
22/8/2021 13:00,Max,NEM,Black coal,7007.753
22/8/2021 13:00,Max,NEM,Brown coal,2399.152
22/8/2021 13:00,Max,NEM,Distributed PV,7241.478
22/8/2021 13:00,Max,NEM,Gas,429.742
22/8/2021 13:00,Max,NEM,Hydro,506.573
22/8/2021 13:00,Max,NEM,Liquid Fuel,0
22/8/2021 13:00,Max,NEM,Utility-scale Solar,2039.585
22/8/2021 13:00,Max,NEM,Wind,2916.822
27/8/2021 3:30,Min,NEM,Battery,0.053
27/8/2021 3:30,Min,NEM,Biomass,54.133
27/8/2021 3:30,Min,NEM,Black coal,11752.81
27/8/2021 3:30,Min,NEM,Brown coal,3748.974
27/8/2021 3:30,Min,NEM,Distributed PV,0
27/8/2021 3:30,Min,NEM,Gas,1610.161
27/8/2021 3:30,Min,NEM,Hydro,1784.013
27/8/2021 3:30,Min,NEM,Liquid Fuel,0
27/8/2021 3:30,Min,NEM,Utility-scale Solar,0.035
27/8/2021 3:30,Min,NEM,Wind,808.845
1/9/2021 2:30,Min,NEM,Battery,0.933
1/9/2021 2:30,Min,NEM,Biomass,9.466
1/9/2021 2:30,Min,NEM,Black coal,11518.875
1/9/2021 2:30,Min,NEM,Brown coal,3749.765
1/9/2021 2:30,Min,NEM,Distributed PV,0
1/9/2021 2:30,Min,NEM,Gas,1177.264
1/9/2021 2:30,Min,NEM,Hydro,1482.924
1/9/2021 2:30,Min,NEM,Liquid Fuel,0
1/9/2021 2:30,Min,NEM,Utility-scale Solar,0.013
1/9/2021 2:30,Min,NEM,Wind,1246.069
24/9/2021 13:30,Max,NEM,Battery,0.032
24/9/2021 13:30,Max,NEM,Biomass,22.216
24/9/2021 13:30,Max,NEM,Black coal,6986.738
24/9/2021 13:30,Max,NEM,Brown coal,2056.838
24/9/2021 13:30,Max,NEM,Distributed PV,7534.548
24/9/2021 13:30,Max,NEM,Gas,344.198
24/9/2021 13:30,Max,NEM,Hydro,522.774
24/9/2021 13:30,Max,NEM,Liquid Fuel,0
24/9/2021 13:30,Max,NEM,Utility-scale Solar,2949.421
24/9/2021 13:30,Max,NEM,Wind,3961.535
5/10/2021 12:30,Max,NEM,Battery,2.235
5/10/2021 12:30,Max,NEM,Biomass,15.733
5/10/2021 12:30,Max,NEM,Black coal,7187.322
5/10/2021 12:30,Max,NEM,Brown coal,2752.512
5/10/2021 12:30,Max,NEM,Distributed PV,8149.256
5/10/2021 12:30,Max,NEM,Gas,439.145
5/10/2021 12:30,Max,NEM,Hydro,608.612
5/10/2021 12:30,Max,NEM,Liquid Fuel,0
5/10/2021 12:30,Max,NEM,Utility-scale Solar,2808.923
5/10/2021 12:30,Max,NEM,Wind,3831.746
8/10/2021 0:00,Min,NEM,Battery,19.969
8/10/2021 0:00,Min,NEM,Biomass,11.666
8/10/2021 0:00,Min,NEM,Black coal,12076.125
8/10/2021 0:00,Min,NEM,Brown coal,4226.03
8/10/2021 0:00,Min,NEM,Distributed PV,0
8/10/2021 0:00,Min,NEM,Gas,1194.32
8/10/2021 0:00,Min,NEM,Hydro,1745.771
8/10/2021 0:00,Min,NEM,Liquid Fuel,0
8/10/2021 0:00,Min,NEM,Utility-scale Solar,0.069
8/10/2021 0:00,Min,NEM,Wind,1232.612
9/11/2021 3:30,Min,NEM,Battery,5.297
9/11/2021 3:30,Min,NEM,Biomass,36.55
9/11/2021 3:30,Min,NEM,Black coal,10607.804
9/11/2021 3:30,Min,NEM,Brown coal,3760.832
9/11/2021 3:30,Min,NEM,Distributed PV,0
9/11/2021 3:30,Min,NEM,Gas,1041.953
9/11/2021 3:30,Min,NEM,Hydro,1849.073
9/11/2021 3:30,Min,NEM,Liquid Fuel,0
9/11/2021 3:30,Min,NEM,Utility-scale Solar,0.066
9/11/2021 3:30,Min,NEM,Wind,968.366
15/11/2021 11:30,Max,NEM,Battery,1.343
15/11/2021 11:30,Max,NEM,Biomass,0
15/11/2021 11:30,Max,NEM,Black coal,7416.277
